"sample_id","measurement_replicate","chl_a_per_cm2","chl_c2_per_cm2","chl_tot_per_cm2","t","site","depth","spec","size","replicate"
"2ESAL029P","m1",1.98390598692054,0.28104042792193,2.26494641484247,"2","E2B","5 m","A. hya","Adult",29
"2ESAL029P","m2",1.97860018428251,0.282725472854221,2.26132565713673,"2","E2B","5 m","A. hya","Adult",29
"2ESAL020P","m1",2.48593747169948,0.581660583941606,3.06759805564108,"2","E2B","5 m","A. hya","Adult",20
"2ESAL020P","m2",2.4535588469689,0.566072657622575,3.01963150459147,"2","E2B","5 m","A. hya","Adult",20
"2ESAL006P","m1",8.27120776306517,0.914559427720383,9.18576719078555,"2","E2B","5 m","A. hya","Adult",6
"2ESAL006P","m2",8.2497006716254,0.921389763846925,9.17109043547232,"2","E2B","5 m","A. hya","Adult",6
"2ESAL004P","m1",3.42692146867612,0.437109485815603,3.86403095449172,"2","E2B","5 m","A. hya","Adult",4
"2ESAL004P","m2",3.44071920803782,0.432727526595744,3.87344673463357,"2","E2B","5 m","A. hya","Adult",4
"2ESAL003P","m1",5.54592210293226,0.428730088849756,5.97465219178201,"2","E2B","5 m","A. hya","Adult",3
"2ESAL003P","m2",5.5104478339803,0.425957519404143,5.93640535338444,"2","E2B","5 m","A. hya","Adult",3
"2TSAL038P","m1",1.49030503788767,0.130198388536919,1.62050342642459,"2","Temae","5 m","A. hya","Adult",38
"2TSAL038P","m2",1.48683805535814,0.131299451230026,1.61813750658816,"2","Temae","5 m","A. hya","Adult",38
"2TSAL042P","m1",3.63298475601715,0.447505379253311,4.08049013527046,"2","Temae","5 m","A. hya","Adult",42
"2TSAL042P","m2",3.61475081018489,0.453296212444134,4.06804702262902,"2","Temae","5 m","A. hya","Adult",42
"2TSAL045P","m1",3.53686120560977,0.271895594158792,3.80875679976856,"2","Temae","5 m","A. hya","Adult",45
"2TSAL045P","m2",3.53670077304603,0.278686403770889,3.81538717681692,"2","Temae","5 m","A. hya","Adult",45
