"sample_id","count_replicate","count_per_cm2","t","site","depth","spec","size","replicate"
"4TSAL098P","c3",3326771.15734602,"4","Temae","5 m","A. hya","Adult",98
"4TSAL098P","c4",3097338.66373595,"4","Temae","5 m","A. hya","Adult",98
"4TSAL098P","c5",3097338.66373595,"4","Temae","5 m","A. hya","Adult",98
"4TSAL098P","c6",2753189.92332085,"4","Temae","5 m","A. hya","Adult",98
"4TSAL097P","c1",2945981.03328351,"4","Temae","5 m","A. hya","Adult",97
"4TSAL097P","c2",3074067.16516541,"4","Temae","5 m","A. hya","Adult",97
"4TSAL097P","c3",4739186.87963,"4","Temae","5 m","A. hya","Adult",97
"4TSAL097P","c4",3074067.16516541,"4","Temae","5 m","A. hya","Adult",97
"4TSAL097P","c5",2945981.03328351,"4","Temae","5 m","A. hya","Adult",97
"4TSAL097P","c6",2561722.63763784,"4","Temae","5 m","A. hya","Adult",97
"4TSAL085P","c1",1851583.09557263,"4","Temae","5 m","A. hya","Adult",85
"4TSAL085P","c2",1851583.09557263,"4","Temae","5 m","A. hya","Adult",85
"4TSAL085P","c3",1851583.09557263,"4","Temae","5 m","A. hya","Adult",85
"4TSAL085P","c4",3826605.06418343,"4","Temae","5 m","A. hya","Adult",85
"4TSAL085P","c5",3950043.9372216,"4","Temae","5 m","A. hya","Adult",85
"4TSAL085P","c6",3579727.31810708,"4","Temae","5 m","A. hya","Adult",85
"4ESAL009P","c1",5365941.96835384,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","c2",4292753.57468307,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","c3",6439130.36202461,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","c4",6439130.36202461,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","c5",6975724.55885999,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","c6",4829347.77151846,"4","E2B","5 m","A. hya","Adult",9
"4TSAL089P","c1",2239462.03356182,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","c2",1767996.34228565,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","c3",1767996.34228565,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","c4",1885862.76510469,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","c5",1650129.91946661,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","c6",3300259.83893321,"4","Temae","5 m","A. hya","Adult",89
"4TSAL096P","c1",4168821.43709693,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","c2",4265770.77284337,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","c3",4265770.77284337,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","c4",4168821.43709693,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","c5",2908480.0723932,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","c6",2714581.40090032,"4","Temae","5 m","A. hya","Adult",96
"4ESAS048P","c1",1523536.43093707,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","c2",2423807.95830898,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","c3",2008298.02259887,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","c4",2285304.64640561,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","c5",2216052.99045392,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","c6",2493059.61426066,"4","E2B","5 m","A. hya","Juvenile",48
"4TSAL099P","c1",6143236.31804455,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","c2",6825818.13116061,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","c3",4778072.69181243,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","c4",6313881.77132356,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","c5",6996463.58443962,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","c6",3924845.42541735,"4","Temae","5 m","A. hya","Adult",99
"4TSAL092P","c1",4515384.17033594,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","c2",5160439.0518125,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","c3",3870329.28885938,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","c4",4945420.75798698,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","c5",5375457.34563802,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","c6",8385713.45919531,"4","Temae","5 m","A. hya","Adult",92
"4TSAS113P","c1",2313634.00240548,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","c2",1983114.85920469,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","c3",2181426.34512516,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","c4",1917011.03056454,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","c5",2379737.83104563,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","c6",2776360.80288657,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS099P","c1",4982240.26662732,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","c2",5124589.98853096,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","c3",5551639.15424188,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","c4",4555191.10091641,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","c5",4697540.82282005,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","c6",2846994.43807276,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAL067P","c1",4597155.01540026,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","c2",5210109.01745363,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","c3",3984201.01334689,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","c4",6282778.52104702,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","c5",6589255.52207371,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","c6",3830962.51283355,"4","Temae","5 m","A. hya","Adult",67
"4TSAL077P","c1",3015979.62312927,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","c2",2841980.79871796,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","c3",3189978.44754057,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","c4",2203985.10920985,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","c5",2319984.32548405,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","c6",2435983.54175826,"4","Temae","5 m","A. hya","Adult",77
"4ESAS082P","c1",3148254.35854682,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","c2",2938370.7346437,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","c3",2518603.48683746,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","c4",1469185.36732185,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","c5",1469185.36732185,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","c6",2098836.23903121,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS083P","c1",1875337.84539851,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","c2",2419790.76825614,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","c3",2298801.22984333,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","c4",2298801.22984333,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","c5",2480285.53746254,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","c6",2238306.46063693,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS093P","c1",5909562.86649259,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","c2",4558805.63986571,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","c3",3714582.37322392,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","c4",4896494.94652243,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","c5",3883427.02655228,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","c6",5234184.25317915,"4","E2B","5 m","A. hya","Juvenile",93
"4TSAS107P","c1",2863759.36868094,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","c2",2189933.63487366,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","c3",1684564.3345182,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","c4",2021477.20142184,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","c5",1853020.76797002,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","c6",2021477.20142184,"4","Temae","5 m","A. hya","Juvenile",107
"4ESAS087P","c1",3773915.29866364,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","c2",4906089.88826274,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","c3",4717394.12332955,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","c4",5283481.4181291,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","c5",2453044.94413137,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","c6",4717394.12332955,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS080P","c1",3896097.70666396,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","c2",3030298.21629419,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","c3",2337658.62399837,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","c4",3116878.16533117,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","c5",2337658.62399837,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","c6",3116878.16533117,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS095P","c1",5523888.13786829,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","c2",4142916.10340122,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","c3",6076276.95165512,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","c4",6076276.95165512,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","c5",3038138.47582756,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","c6",3866721.69650781,"4","E2B","5 m","A. hya","Juvenile",95
"4TSAS106P","c1",2953486.24691583,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","c2",6091565.38426391,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","c3",2953486.24691583,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","c4",4061043.58950927,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","c5",3876450.69907703,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","c6",2399707.57561912,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS108P","c1",2752603.81999383,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","c2",3599558.84153039,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","c3",2117387.55384141,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","c4",2752603.81999383,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","c5",3176081.33076211,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","c6",3811297.59691453,"4","Temae","5 m","A. hya","Juvenile",108
"4ESAS052P","c1",2690456.94786405,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","c2",3551403.17118055,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","c3",3013311.78160774,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","c4",3013311.78160774,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","c5",3228548.33743686,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","c6",2798075.22577861,"4","E2B","5 m","A. hya","Juvenile",52
"4TSAS114P","c1",7084264.32757888,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","c2",9563756.84223148,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","c3",8855330.40947359,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","c4",8855330.40947359,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","c5",8146903.97671571,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","c6",9209543.62585254,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAL044P","c1",3093992.66609146,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","c2",3579324.84900776,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","c3",3457991.80327869,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","c4",4367989.64624676,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","c5",3700657.89473684,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","c6",3215325.71182053,"4","Temae","5 m","A. hya","Adult",44
"4TSAS102P","c1",10484693.8775508,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","c2",10484693.8775508,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","c3",6989795.91836718,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","c4",31454081.6326523,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","c5",6989795.91836718,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","c6",10484693.8775508,"4","Temae","5 m","A. hya","Juvenile",102
"4ESAS096P","c1",1966593.37022552,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","c2",2458241.7127819,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","c3",2704065.88406009,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","c4",1720769.19894733,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","c5",2458241.7127819,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","c6",1966593.37022552,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS081P","c1",4645526.00111278,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","c2",2847257.87164977,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","c3",4345814.64620228,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","c4",2847257.87164977,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","c5",4345814.64620228,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","c6",7193072.51785205,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS072P","c1",17826324.231335,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","c2",9723449.58072818,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","c3",10533737.0457889,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","c4",12154311.9759102,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","c5",13774886.9060316,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","c6",11344024.5108495,"4","E2B","5 m","A. hya","Juvenile",72
"4TSAS105P","c1",1517218.59571631,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","c2",1232740.1090195,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","c3",1137913.94678723,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","c4",948261.622322691,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","c5",1327566.27125177,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","c6",1043087.78455496,"4","Temae","5 m","A. hya","Juvenile",105
"4ESAS085P","c1",3696158.0015466,"4","E2B","5 m","A. hya","Juvenile",85
"4ESAS085P","c2",5026774.88210338,"4","E2B","5 m","A. hya","Juvenile",85
"4ESAS085P","c3",4878928.56204151,"4","E2B","5 m","A. hya","Juvenile",85
