"sample_id","measurement_replicate","chl_a_per_cm2","chl_c2_per_cm2","chl_tot_per_cm2","t","site","depth","spec","size","replicate"
"4ESAL009P","m1",3.21417576304784,0.349815818058178,3.56399158110602,"4","E2B","5 m","A. hya","Adult",9
"4ESAL009P","m2",3.22950894222241,0.344946225721896,3.57445516794431,"4","E2B","5 m","A. hya","Adult",9
"4TSAL089P","m1",1.33662586139195,0.161780505300849,1.49840636669279,"4","Temae","5 m","A. hya","Adult",89
"4TSAL089P","m2",1.32970120905133,0.171902284360434,1.50160349341176,"4","Temae","5 m","A. hya","Adult",89
"4TSAL096P","m1",1.99955823616978,0.205614998717838,2.20517323488762,"4","Temae","5 m","A. hya","Adult",96
"4TSAL096P","m2",1.99678790890083,0.206494813939737,2.20328272284057,"4","Temae","5 m","A. hya","Adult",96
"4ESAS048P","m1",1.22898836267777,0.186896369082408,1.41588473176018,"4","E2B","5 m","A. hya","Juvenile",48
"4ESAS048P","m2",1.2206296878044,0.208170477790765,1.42880016559517,"4","E2B","5 m","A. hya","Juvenile",48
"4TSAL099P","m1",4.64990515799089,0.450260826885677,5.10016598487657,"4","Temae","5 m","A. hya","Adult",99
"4TSAL099P","m2",4.65478135181834,0.44871221939717,5.10349357121551,"4","Temae","5 m","A. hya","Adult",99
"4TSAL092P","m1",2.87315507395679,0.475002288347304,3.3481573623041,"4","Temae","5 m","A. hya","Adult",92
"4TSAL092P","m2",2.86735495548085,0.462391465414437,3.32974642089529,"4","Temae","5 m","A. hya","Adult",92
"4TSAS113P","m1",0.710173262229793,0.0943764361495513,0.804549698379344,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS113P","m2",0.709750197726496,0.11228396332817,0.822034161054665,"4","Temae","5 m","A. hya","Juvenile",113
"4TSAS099P","m1",3.95613009000019,0.523295371433011,4.4794254614332,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAS099P","m2",3.95590233044514,0.532936006348935,4.48883833679408,"4","Temae","5 m","A. hya","Juvenile",99
"4TSAL067P","m1",3.8535153891466,0.424213971933598,4.2777293610802,"4","Temae","5 m","A. hya","Adult",67
"4TSAL067P","m2",3.84913659899443,0.425604611325756,4.27474121032019,"4","Temae","5 m","A. hya","Adult",67
"4TSAL077P","m1",1.35079927359146,0.194774284046014,1.54557355763748,"4","Temae","5 m","A. hya","Adult",77
"4TSAL077P","m2",1.34454111587347,0.18116757597705,1.52570869185052,"4","Temae","5 m","A. hya","Adult",77
"4ESAS082P","m1",1.72443008944103,0.327024921494051,2.05145501093508,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS082P","m2",1.72443008944103,0.327024921494051,2.05145501093508,"4","E2B","5 m","A. hya","Juvenile",82
"4ESAS083P","m1",1.57790321364138,0.31213486067428,1.89003807431566,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS083P","m2",1.57790321364138,0.31213486067428,1.89003807431566,"4","E2B","5 m","A. hya","Juvenile",83
"4ESAS093P","m1",2.2325821975649,0.357790262635461,2.59037246020036,"4","E2B","5 m","A. hya","Juvenile",93
"4ESAS093P","m2",2.22320287707251,0.349419788946707,2.57262266601922,"4","E2B","5 m","A. hya","Juvenile",93
"4TSAS107P","m1",1.59235549425751,0.343524781916624,1.93588027617413,"4","Temae","5 m","A. hya","Juvenile",107
"4TSAS107P","m2",1.6059878311346,0.373164691382472,1.97915252251707,"4","Temae","5 m","A. hya","Juvenile",107
"4ESAS087P","m1",3.22591921032706,0.497519971216951,3.72343918154402,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS087P","m2",3.2205272288441,0.49923238528372,3.71975961412782,"4","E2B","5 m","A. hya","Juvenile",87
"4ESAS080P","m1",2.95038492333306,0.669219716081312,3.61960463941437,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS080P","m2",2.95038492333306,0.669219716081312,3.61960463941437,"4","E2B","5 m","A. hya","Juvenile",80
"4ESAS095P","m1",2.63118673185063,0.361811220600287,2.99299795245092,"4","E2B","5 m","A. hya","Juvenile",95
"4ESAS095P","m2",2.63513285943912,0.360557988479008,2.99569084791813,"4","E2B","5 m","A. hya","Juvenile",95
"4TSAS106P","m1",1.84628886045874,0.294596408663072,2.14088526912181,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS106P","m2",1.84130946723933,0.283770035639221,2.12507950287855,"4","Temae","5 m","A. hya","Juvenile",106
"4TSAS108P","m1",1.87544426500172,0.429120348599269,2.30456461360099,"4","Temae","5 m","A. hya","Juvenile",108
"4TSAS108P","m2",1.8751054829931,0.443460355807659,2.31856583880076,"4","Temae","5 m","A. hya","Juvenile",108
"4ESAS052P","m1",1.75610967809593,0.339272002039553,2.09538168013548,"4","E2B","5 m","A. hya","Juvenile",52
"4ESAS052P","m2",1.75320667504918,0.332960190039864,2.08616686508905,"4","E2B","5 m","A. hya","Juvenile",52
"4TSAS114P","m1",4.48518943107674,0.646961584385731,5.13215101546247,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAS114P","m2",4.47620127071112,0.602197889165843,5.07839915987696,"4","Temae","5 m","A. hya","Juvenile",114
"4TSAL044P","m1",2.34703003666954,0.282226731018119,2.62925676768766,"4","Temae","5 m","A. hya","Adult",44
"4TSAL044P","m2",2.34048411885246,0.267994364754098,2.60847848360655,"4","Temae","5 m","A. hya","Adult",44
"4TSAS102P","m1",3.97230102040807,-0.321880102040808,3.65042091836726,"4","Temae","5 m","A. hya","Juvenile",102
"4TSAS102P","m2",4.37176785714275,-0.448744897959172,3.92302295918358,"4","Temae","5 m","A. hya","Juvenile",102
"4ESAS096P","m1",1.27676158078466,0.255460478792295,1.53222205957696,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS096P","m2",1.27676158078466,0.255460478792295,1.53222205957696,"4","E2B","5 m","A. hya","Juvenile",96
"4ESAS081P","m1",2.04857206751652,0.356686483478988,2.40525855099551,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS081P","m2",2.0476129911808,0.397282386501616,2.44489537768242,"4","E2B","5 m","A. hya","Juvenile",81
"4ESAS072P","m1",3.30305582257336,0.258157586368333,3.5612134089417,"4","E2B","5 m","A. hya","Juvenile",72
"4ESAS072P","m2",3.30305582257336,0.258157586368333,3.5612134089417,"4","E2B","5 m","A. hya","Juvenile",72
"4TSAS105P","m1",0.95310723921276,0.181724857301921,1.13483209651468,"4","Temae","5 m","A. hya","Juvenile",105
"4TSAS105P","m2",0.95310723921276,0.181724857301921,1.13483209651468,"4","Temae","5 m","A. hya","Juvenile",105
"4ESAS085P","m1",2.23700353032804,0.442341404993091,2.67934493532113,"4","E2B","5 m","A. hya","Juvenile",85
"4ESAS085P","m2",2.22105091239336,0.407656658306578,2.62870757069994,"4","E2B","5 m","A. hya","Juvenile",85
"4TSAS111P","m1",1.50105920009857,0.269827712457436,1.77088691255601,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","m2",1.50861556602627,0.267427921703496,1.77604348772976,"4","Temae","5 m","A. hya","Juvenile",111
"4ESAS089P","m1",4.05612691878684,0.801625207659351,4.85775212644619,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","m2",4.04812327088018,0.804167048595588,4.85229031947577,"4","E2B","5 m","A. hya","Juvenile",89
"4TSAS048P","m1",3.34983037160443,0.529950159655699,3.87978053126013,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","m2",3.34955344995141,0.541671733999722,3.89122518395113,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAL090P","m1",3.14935570178201,0.631995847964348,3.78135154974636,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","m2",3.13739244662989,0.635795201962792,3.77318764859268,"4","Temae","5 m","A. hya","Adult",90
